region_id,scene_id,district,state,proposed_label,tags,model_evidence,native_input_sha256,model_run_id,priority,visible_area_m2,source_dates,source_date_seam,boundary_overlap_fraction,sampling_group,spatial_holdout_group,review_url,human_label,geometry_decision,reviewer,reviewed_at,review_status,feedback
C836.f63,C836,Patiala,Punjab,unburned-looking field,olive-green; even-tone; edge-clipped,The visible parcel fragment has no coherent char-like appearance.,66ae86fa17cdfb33b485921742ec4afcd823fd42ab32155bf48e923184bab668,3a4cf02e-605f-4156-b05c-70430cc7e634,routine-review,1905,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C836.f63,,,,,pending,
C836.f64,C836,Patiala,Punjab,unburned-looking field,green; faint-rows; edge-clipped,Green cover continues beyond the bottom and right image boundaries.,66ae86fa17cdfb33b485921742ec4afcd823fd42ab32155bf48e923184bab668,3a4cf02e-605f-4156-b05c-70430cc7e634,routine-review,2862,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C836.f64,,,,,pending,
C836.f65,C836,Patiala,Punjab,unburned-looking field,pale-tan; parallel-furrows; diagonal-edge,"Regular pale rows suggest exposed soil or residue, without coherent char-like cover.",66ae86fa17cdfb33b485921742ec4afcd823fd42ab32155bf48e923184bab668,3a4cf02e-605f-4156-b05c-70430cc7e634,routine-review,2309,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C836.f65,,,,,pending,
C836.c01,C836,Patiala,Punjab,non-field confounder,pale-ground; angular-features; tree-adjacent,A compound-like clearing contains small angular features. Pale ground is not sufficient evidence of ash.,66ae86fa17cdfb33b485921742ec4afcd823fd42ab32155bf48e923184bab668,3a4cf02e-605f-4156-b05c-70430cc7e634,routine-review,1248,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C836.c01,,,,,pending,
C836.c02,C836,Patiala,Punjab,non-field confounder,dark-canopy; shadow; roadside,Rounded tree crowns and adjacent shadow explain this localized dark feature.,66ae86fa17cdfb33b485921742ec4afcd823fd42ab32155bf48e923184bab668,3a4cf02e-605f-4156-b05c-70430cc7e634,boundary-review,326,2020-10-03,False,0.10302534750613246,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C836.c02,,,,,pending,
C837.field_01,C837,Patiala,Punjab,unburned-looking field,green; uniform; tree-shadow; edge-clipped,Green cover extends to the left image edge. Local darkness is associated with a tree near the lower-right boundary.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2825,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_01,,,,,pending,
C837.field_02,C837,Patiala,Punjab,unburned-looking field,green; continuous-cover; faint-lines,Broad green cover has subtle tonal variation without a coherent char-like patch.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,6984,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_02,,,,,pending,
C837.field_03,C837,Patiala,Punjab,unburned-looking field,green; yellow-green; linear-texture; edge-clipped,Fine linear texture crosses green and yellow-green cover. No distinct burn-like region is visible.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2626,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_03,,,,,pending,
C837.field_04,C837,Patiala,Punjab,unburned-looking field,green; muted; continuous-cover,This parcel has largely continuous muted green cover and a distinct pale plot along its lower edge.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,6188,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_04,,,,,pending,
C837.field_05,C837,Patiala,Punjab,unburned-looking field,green; pale-strip; road-adjacent; structure-occlusion,Green cover surrounds a narrow pale internal strip. Structures obscure part of the lower boundary; the pale strip is not evidence of burning.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,8690,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_05,,,,,pending,
C837.field_06,C837,Patiala,Punjab,uncertain field,tan; faint-lines; low-vegetation; edge-clipped,A tan field with faint linear texture reaches the image edge. Soil or residue could explain its appearance without requiring char.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,uncertain-class-review,2691,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_06,,,,,pending,
C837.confounder_01,C837,Patiala,Punjab,non-field confounder,pale-margin; green-interior; enclosed; geometric,"An enclosed plot has a broad pale pink-tan margin and green interior. Its function is unclear, and its geometric pale surface is not a char-like pattern.",e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2167,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.confounder_01,,,,,pending,
C837.field_07,C837,Patiala,Punjab,unburned-looking field,green; muted; tree-shadow; edge-clipped,Muted green cover lies above the horizontal road. Dark spots near the upper-right edge align with trees.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,1975,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_07,,,,,pending,
C837.field_08,C837,Patiala,Punjab,unburned-looking field,olive-green; continuous-cover; boundary-trees,"The parcel is predominantly olive-green, with small tree-associated dark areas at its boundary.",e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3742,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_08,,,,,pending,
C837.field_09,C837,Patiala,Punjab,unburned-looking field,green; structure-adjacent; irregular-margin,Green field cover remains visible beside a building compound. The compound interrupts the right-hand boundary.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2368,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_09,,,,,pending,
C837.field_10,C837,Patiala,Punjab,unburned-looking field,green; narrow; road-adjacent; structure-occlusion,A narrow green parcel lies between a compound and the diagonal road. No coherent char/ash-like surface is visible.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2126,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_10,,,,,pending,
C837.field_11,C837,Patiala,Punjab,unburned-looking field,olive-green; continuous-cover; tapered,Muted green cover occupies a tapered parcel alongside the road. Its lower edge meets a tree-and-building area.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,4361,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_11,,,,,pending,
C837.field_12,C837,Patiala,Punjab,unburned-looking field,green; diffuse-mottling; faint-boundaries,Green cover contains diffuse tonal differences rather than a discrete char-like region.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3612,2020-10-03,False,0.0011803762449280708,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_12,,,,,pending,
C837.field_13,C837,Patiala,Punjab,unburned-looking field,green; muted; continuous-cover,This upper parcel has continuous muted green cover bounded by faint field divisions.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2826,2020-10-03,False,0.0015087223008015088,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_13,,,,,pending,
C837.field_14,C837,Patiala,Punjab,unburned-looking field,green; diagonal-margin; tree-occlusion,A green parcel follows the diagonal road. Trees obscure sections of its lower boundary.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2002,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_14,,,,,pending,
C837.field_15,C837,Patiala,Punjab,unburned-looking field,green; edge-clipped; compound-adjacent,A small green field fragment lies above a roadside compound and is clipped by the top image edge.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,1039,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_15,,,,,pending,
C837.field_16,C837,Patiala,Punjab,unburned-looking field,green; broad; diagonal-margin; tree-shadow,Broad green cover meets the diagonal road. Local darkness at the upper-right margin is associated with trees.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,6618,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_16,,,,,pending,
C837.field_17,C837,Patiala,Punjab,unburned-looking field,green; tapered; faint-texture,This triangular green field fragment lies between a field division and the diagonal road.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2800,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_17,,,,,pending,
C837.field_18,C837,Patiala,Punjab,uncertain field,tan; sparse-cover; pale-speckling; diagonal-margin,Tan cover has scattered pale marks but no coherent dark char or ash-like pattern. Exposed soil or residue remains plausible.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,uncertain-class-review,4016,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_18,,,,,pending,
C837.field_19,C837,Patiala,Punjab,uncertain field,tan; faint-lines; tapered; low-vegetation,A tan parcel follows the diagonal road above the patterned compound. Its appearance does not distinguish soil from residue.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,uncertain-class-review,3139,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_19,,,,,pending,
C837.field_20,C837,Patiala,Punjab,uncertain field,light-tan; linear-texture; broad; edge-clipped,This large pale field has faint parallel lines. No convincing char/ash-like patch is visible.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,uncertain-class-review,7559,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_20,,,,,pending,
C837.confounder_02,C837,Patiala,Punjab,non-field confounder,pale-ground; parallel-strips; geometric; excavated-texture,"A pale compound contains repeated narrow strips and irregular disturbed-looking ground. These organized surfaces are a non-field confounder, not clear evidence of burning.",e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,7835,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.confounder_02,,,,,pending,
C837.field_21,C837,Patiala,Punjab,unburned-looking field,green; triangular-margin; continuous-cover,Green cover fills the parcel south of the diagonal road without a distinct burn-like patch.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,5072,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_21,,,,,pending,
C837.field_22,C837,Patiala,Punjab,unburned-looking field,green; fine-texture; boundary-tree,Fine-textured green cover occupies this parcel. A tree partly obscures its lower-left corner.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3054,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_22,,,,,pending,
C837.field_23,C837,Patiala,Punjab,uncertain field,brown; uniform; faint-lines,The parcel is uniformly brown with faint linear texture. Soil or residue could explain the tone; coherent char-like evidence is absent.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,uncertain-class-review,3500,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_23,,,,,pending,
C837.field_24,C837,Patiala,Punjab,unburned-looking field,olive-green; muted; linear-texture,Muted olive-green cover shows subtle parallel texture. There is no discrete burn-like patch.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2507,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_24,,,,,pending,
C837.field_25,C837,Patiala,Punjab,unburned-looking field,olive-green; low-contrast; edge-clipped,An olive-green parcel extends beyond the right image edge. Tonal variation is weak and not char-like.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2295,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_25,,,,,pending,
C837.field_26,C837,Patiala,Punjab,unburned-looking field,green; uniform; road-adjacent; edge-clipped,Continuous green cover lies below the horizontal road and reaches the left image edge.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2547,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_26,,,,,pending,
C837.field_27,C837,Patiala,Punjab,unburned-looking field,green; faint-lines; edge-clipped,This left-edge parcel has green cover and faint linear divisions without a coherent dark patch.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2763,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_27,,,,,pending,
C837.field_28,C837,Patiala,Punjab,unburned-looking field,green; continuous-cover; edge-clipped,Green cover continues to the left image boundary. No burn-like texture is apparent.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2769,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_28,,,,,pending,
C837.confounder_03,C837,Patiala,Punjab,non-field confounder,pale-ground; parallel-strips; geometric; enclosed,The pale enclosure contains regularly repeated narrow strips and dark linear edges. Its organized pattern differs from irregular char/ash-like field cover.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,7510,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.confounder_03,,,,,pending,
C837.field_29,C837,Patiala,Punjab,unburned-looking field,green; broad; diffuse-mottling,Broad green cover has mild yellow-green variation beneath the pale compound.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,7555,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_29,,,,,pending,
C837.field_30,C837,Patiala,Punjab,unburned-looking field,green; uniform; road-adjacent,A compact green parcel lies below buildings and beside the diagonal road. Its cover is largely uniform.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3343,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_30,,,,,pending,
C837.field_31,C837,Patiala,Punjab,unburned-looking field,green; narrow; muted,A narrow green parcel lies directly below the cross-field boundary. No coherent burn-like patch is visible.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,1208,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_31,,,,,pending,
C837.field_32,C837,Patiala,Punjab,uncertain field,pale-tan; mauve-brown; two-tone; geometric,"This small plot has a pale upper portion and muted darker lower portion. Soil, moisture, or surface material differences are plausible; neither portion clearly resembles char.",e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,uncertain-class-review,1376,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_32,,,,,pending,
C837.field_33,C837,Patiala,Punjab,uncertain field,brown-green; mixed-cover; green-patch; irregular-margin,"Brownish cover includes a distinctly greener patch near the top. The mixed cover lacks clear burn-like patches, so partial burning is not supported.",e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,uncertain-class-review,3204,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_33,,,,,pending,
C837.field_34,C837,Patiala,Punjab,uncertain field,tan-brown; narrow; faint-lines,A long narrow parcel has tan-brown cover and faint longitudinal texture. Its surface cannot reliably be distinguished as soil or residue.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,uncertain-class-review,3372,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_34,,,,,pending,
C837.field_35,C837,Patiala,Punjab,unburned-looking field,green; continuous-cover; faint-texture,The parcel has continuous green cover bounded by straight field divisions.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3522,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_35,,,,,pending,
C837.field_36,C837,Patiala,Punjab,unburned-looking field,green; narrow; irregular-margin,Green cover occupies a narrow parcel whose right boundary bends beside a pale strip.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,1647,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_36,,,,,pending,
C837.field_37,C837,Patiala,Punjab,unburned-looking field,green; narrow; pale-spot; tree-occlusion,"A narrow green strip includes a small pale internal spot. Trees and pale ground interrupt parts of its margins, without a clear char-like pattern.",e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,933,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_37,,,,,pending,
C837.field_38,C837,Patiala,Punjab,unburned-looking field,green; fine-texture; continuous-cover,Green cover with fine texture fills this parcel below a horizontal division.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3589,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_38,,,,,pending,
C837.field_39,C837,Patiala,Punjab,unburned-looking field,green; narrow; boundary-tree,This narrow green parcel has a tree near its upper-left boundary. The tree-associated darkness is not a field burn pattern.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,1694,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_39,,,,,pending,
C837.field_40,C837,Patiala,Punjab,unburned-looking field,green; continuous-cover; tree-occlusion,"Green cover extends across the parcel, with a tree obscuring part of its lower-right boundary.",e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3277,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_40,,,,,pending,
C837.field_41,C837,Patiala,Punjab,unburned-looking field,green; narrow; uniform,A narrow green parcel is separated from its neighbors by visible linear margins.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,1612,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_41,,,,,pending,
C837.field_42,C837,Patiala,Punjab,unburned-looking field,green; diffuse-mottling; faint-lines,Diffuse green tonal variation lacks any coherent char/ash-like region.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,5452,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_42,,,,,pending,
C837.field_43,C837,Patiala,Punjab,unburned-looking field,green; fine-texture; road-adjacent,Fine-textured green cover fills a parcel with a sloping roadside boundary.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,6349,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_43,,,,,pending,
C837.field_44,C837,Patiala,Punjab,uncertain field,tan-brown; elongated; muted,"An elongated tan-brown parcel follows the diagonal road. Its subdued tone could reflect sparse vegetation, soil, or residue rather than burning.",e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,uncertain-class-review,2684,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_44,,,,,pending,
C837.field_45,C837,Patiala,Punjab,unburned-looking field,olive-green; elongated; low-contrast,Muted olive-green cover has low-contrast variation and no distinct char-like patch.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3120,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_45,,,,,pending,
C837.field_46,C837,Patiala,Punjab,unburned-looking field,green; elongated; boundary-trees,Green cover occupies this long parcel. Trees obscure small portions of its right boundary.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3824,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_46,,,,,pending,
C837.field_47,C837,Patiala,Punjab,unburned-looking field,yellow-green; broad; linear-texture,Broad yellow-green cover has faint parallel texture and no coherent burn-like region.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,8124,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_47,,,,,pending,
C837.field_48,C837,Patiala,Punjab,unburned-looking field,green; broad; pale-object; edge-clipped,A broad green parcel contains a small bright object. The isolated pale feature does not establish ash or burning.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,6229,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_48,,,,,pending,
C837.field_49,C837,Patiala,Punjab,unburned-looking field,yellow-green; mottled; linear-texture; tree-occlusion,Yellow-green bands and mottling remain vegetation-like. Trees partly obscure the lower margin.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3562,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_49,,,,,pending,
C837.field_50,C837,Patiala,Punjab,unburned-looking field,green; yellow-bands; mottled,Green cover contains diffuse yellowish bands. There is no clear char/ash-like patch within the parcel.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,3582,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_50,,,,,pending,
C837.field_51,C837,Patiala,Punjab,unburned-looking field,green; tapered; tonal-variation,A tapered green parcel follows the road and contains modest tonal variation without clear burn-like texture.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,1955,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_51,,,,,pending,
C837.field_52,C837,Patiala,Punjab,unburned-looking field,olive-green; narrow; edge-clipped,A narrow olive-green parcel reaches the left image edge above a pale bottom margin.,e9696c06727b99c620f64f1ede313dcff9feb6a01c8faf47c965824de6bdd5da,48ffb874-c9d5-41bf-880b-db480bd7c438,routine-review,2597,2020-10-03,False,0,district-patiala-04,spatial-C635,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C837.field_52,,,,,pending,
